class_id,class_name,x_center,y_center,width,height,area,aspect_ratio,file
2,military_tank,0.16688020833333334,0.1385925925925926,0.20394270833333333,0.22346296296296297,0.045573641878858026,0.912646577442612,004020
6,soldier,0.33125,0.51171875,0.35234375,0.8140625,0.286829833984375,0.43282149712092133,014555
11,military_warship,0.53828125,0.525,0.709375,0.7578125,0.5375732421875,0.9360824742268041,024496
2,military_tank,0.5142,0.49697777777777774,0.8420500000000001,0.9939333333333333,0.8369415633333334,0.8471896170098598,012124
0,camouflage_soldier,0.2375,0.57265625,0.475,0.7921875,0.3762890625,0.5996055226824457,002337
2,military_tank,0.26953125,0.48203125,0.3609375,0.8390625,0.30284912109375006,0.4301675977653631,016342
2,military_tank,0.79140625,0.58984375,0.3296875,0.7078125,0.23335693359375,0.4657836644591612,016342
8,military_artillery,0.5979166666666667,0.6296296296296297,0.06041666666666667,0.08518518518518518,0.0051466049382716044,0.7092391304347826,009262
8,military_artillery,0.7333333333333333,0.6148148148148148,0.05625,0.06666666666666667,0.00375,0.84375,009262
8,military_artillery,0.80625,0.6,0.052083333333333336,0.05555555555555555,0.0028935185185185184,0.9375000000000001,009262
8,military_artillery,0.3385416666666667,0.6888888888888889,0.10208333333333333,0.15925925925925927,0.016257716049382715,0.6409883720930232,009262
6,soldier,0.4270833333333333,0.6129629629629629,0.008333333333333333,0.02962962962962963,0.0002469135802469136,0.28125,009262
6,soldier,0.5239583333333333,0.6092592592592593,0.010416666666666666,0.044444444444444446,0.000462962962962963,0.23437499999999997,009262
6,soldier,0.5666666666666667,0.6018518518518519,0.010416666666666666,0.03333333333333333,0.0003472222222222222,0.3125,009262
10,military_aircraft,0.480769,0.40553,0.361538,0.235023,0.08496974537400001,1.5383090165643363,020828
2,military_tank,0.45,0.9184210526315789,0.03274336283185841,0.07894736842105263,0.0025850023288309268,0.41474926253687316,006151
2,military_tank,0.42566371681415927,0.7403508771929824,0.03716814159292035,0.06315789473684211,0.0023474615742897064,0.588495575221239,006151
2,military_tank,0.4207964601769911,0.6447368421052632,0.034513274336283185,0.06842105263157895,0.002361434559850955,0.504424778761062,006151
2,military_tank,0.42035398230088494,0.46578947368421053,0.02831858407079646,0.05087719298245614,0.0014407700667598197,0.5566066524259994,006151
2,military_tank,0.41327433628318583,0.3912280701754386,0.03008849557522124,0.04912280701754386,0.0014780313615898153,0.6125158027812895,006151
2,military_tank,0.4194690265486726,0.30350877192982456,0.02831858407079646,0.056140350877192984,0.0015898152460798013,0.504424778761062,006151
2,military_tank,0.41150442477876104,0.17192982456140352,0.02654867256637168,0.04912280701754386,0.001304145319049837,0.5404551201011378,006151
2,military_tank,0.4190265486725664,0.06754385964912281,0.02743362831858407,0.03684210526315789,0.0010107126222636236,0.7446270543615677,006151
2,military_tank,0.41460176991150444,0.021052631578947368,0.02743362831858407,0.042105263157894736,0.0011551001397298556,0.6515486725663717,006151
0,camouflage_soldier,0.3890625,0.5,0.778125,1.0,0.778125,0.778125,000520
10,military_aircraft,0.412,0.530864,0.079111,0.071331,0.0056430667410000005,1.109068988237933,019059
0,camouflage_soldier,0.54765625,0.41875,0.68203125,0.58125,0.3964306640625,1.1733870967741935,001616
10,military_aircraft,0.457169,0.679258,0.497207,0.353022,0.175525009554,1.408430636051011,020800
10,military_aircraft,0.372439,0.443681,0.420857,0.252747,0.106370344179,1.6651315346967521,020800
10,military_aircraft,0.312849,0.280907,0.379888,0.188187,0.071489983056,2.0186729157699523,020800
2,military_tank,0.66875,0.365625,0.0625,0.06,0.00375,1.0416666666666667,008154
2,military_tank,0.13541666666666666,0.6325,0.07666666666666666,0.06625,0.005079166666666667,1.1572327044025155,008154
2,military_tank,0.36291666666666667,0.51875,0.07166666666666667,0.06625,0.004747916666666667,1.0817610062893082,008154
2,military_tank,0.85875,0.274375,0.0625,0.04875,0.003046875,1.282051282051282,008154
2,military_tank,0.4716796875,0.4697265625,0.623046875,0.380859375,0.23729324340820312,1.6358974358974359,017712
2,military_tank,0.8779296875,0.4140625,0.240234375,0.20703125,0.04973602294921875,1.1603773584905661,017712
2,military_tank,0.5258046875,0.5231527777777778,0.6186875,0.5551111111111111,0.34344030555555555,1.1145291232986387,007501
6,soldier,0.588171875,0.33829166666666666,0.041296875,0.09126388888888888,0.0037689134114583327,0.4524996195404048,007501
2,military_tank,0.4990234375,0.5,0.998046875,0.96484375,0.9629592895507812,1.034412955465587,017706
2,military_tank,0.8454545454545455,0.5515151515151515,0.15454545454545454,0.13333333333333333,0.020606060606060607,1.1590909090909092,018435
2,military_tank,0.6681818181818182,0.5378787878787878,0.1534090909090909,0.11969696969696969,0.018362603305785125,1.2816455696202533,018435
2,military_tank,0.49204545454545456,0.7833333333333333,0.48295454545454547,0.37575757575757573,0.18147382920110192,1.2852822580645162,018435
2,military_tank,0.23863636363636365,0.6795454545454546,0.44886363636363635,0.22727272727272727,0.10201446280991736,1.975,018435
3,military_truck,0.346,0.46926536731634183,0.202,0.38980509745127434,0.07874062968515742,0.5182076923076924,010069
2,military_tank,0.29140625,0.25390625,0.0828125,0.0390625,0.00323486328125,2.12,016418
2,military_tank,0.734375,0.25078125,0.090625,0.0453125,0.0041064453125,2.0,016418
2,military_tank,0.87109375,0.340625,0.0859375,0.04375,0.0037597656249999997,1.9642857142857144,016418
2,military_tank,0.490625,0.253125,0.0875,0.040625,0.0035546874999999997,2.1538461538461537,016418
2,military_tank,0.53984375,0.30390625,0.0859375,0.0484375,0.00416259765625,1.7741935483870968,016418
2,military_tank,0.6328125,0.259375,0.096875,0.04375,0.00423828125,2.2142857142857144,016418
2,military_tank,0.21640625,0.49765625,0.0953125,0.0546875,0.0052124023437499995,1.7428571428571427,016418
2,military_tank,0.178125,0.553125,0.1,0.046875,0.004687500000000001,2.1333333333333333,016418
0,camouflage_soldier,0.49453125,0.6140625,0.5671875,0.75546875,0.428492431640625,0.7507755946225438,001602
2,military_tank,0.5040409482758621,0.5228174603174603,0.1427801724137931,0.22718253968253968,0.032437162185276404,0.6284821563017617,007273
2,military_tank,0.2578125,0.2921875,0.3625,0.2921875,0.10591796875,1.2406417112299466,018353
2,military_tank,0.275,0.896875,0.3890625,0.896875,0.3489404296875,0.4337979094076655,018353
2,military_tank,0.50625,0.4359375,0.6203125,0.4359375,0.27041748046875,1.4229390681003586,018353
10,military_aircraft,0.373881,0.24336,0.270138,0.100813,0.027233422194,2.6795948935157172,022030
2,military_tank,0.645734375,0.6337999999999999,0.437890625,0.3143666666666667,0.13765821614583335,1.3929295673841584,004791
11,military_warship,0.5203125,0.49453125,0.73125,0.978125,0.71525390625,0.7476038338658146,024441
10,military_aircraft,0.94,0.253556,0.025333,0.020889,0.0005291810370000001,1.2127435492364402,020627
2,military_tank,0.7875,0.62890625,0.140625,0.1265625,0.017797851562499998,1.1111111111111112,016395
2,military_tank,0.9484375,0.49453125,0.103125,0.0890625,0.0091845703125,1.157894736842105,016395
10,military_aircraft,0.5,0.553533,1.0,0.892934,0.892934,1.119903598698224,021539
2,military_tank,0.08348979591836735,0.48666666666666664,0.1669795918367347,0.13340579710144929,0.022276045548654245,1.2516666851422806,006186
2,military_tank,0.42718367346938774,0.2898550724637681,0.11595918367346938,0.13505434782608694,0.015660791925465836,0.8586112593930934,006186
2,military_tank,0.624765306122449,0.17539855072463767,0.10668367346938776,0.11034420289855072,0.011771924911268855,0.9668262642440001,006186
2,military_tank,0.7602040816326531,0.11693840579710145,0.09739795918367347,0.10210144927536231,0.009944472789115645,0.9539331701452761,006186
6,soldier,0.3435408163265306,0.49969202898550724,0.028346938775510207,0.08755434782608695,0.002481897737355812,0.32376391897541146,006186
2,military_tank,0.74994140625,0.4506640625,0.5000976562499999,0.48742187499999995,0.2437585372924804,1.0260057701554735,017935
0,camouflage_soldier,0.6,0.48828125,0.28359375,0.7484375,0.21225219726562497,0.3789144050104384,000291
10,military_aircraft,0.457031,0.744868,0.269531,0.343109,0.09247851187900001,0.7855550277025669,020141
10,military_aircraft,0.642578,0.357038,0.275391,0.353372,0.09731546845200001,0.7793232061397054,020141
10,military_aircraft,0.340972,0.427901,0.048056,0.063704,0.003061359424,0.7543639331910085,019918
10,military_aircraft,0.379861,0.537531,0.048611,0.062716,0.003048687476,0.7750972638561133,019918
10,military_aircraft,0.331667,0.505432,0.041667,0.060741,0.0025308952470000003,0.6859781696053736,019918
10,military_aircraft,0.396111,0.436543,0.043889,0.06321,0.00277422369,0.6943363391868375,019918
4,military_vehicle,0.3367287420941672,0.2743551523007129,0.5821047083626142,0.4061373946856772,0.23641448968865808,1.4332704054821737,012695
11,military_warship,0.5,0.5,1.0,1.0,1.0,1.0,024333
4,military_vehicle,0.4403375,0.5494888888888889,0.20568749999999994,0.15757777777777784,0.03241177916666667,1.3053077845155823,012859
0,camouflage_soldier,0.45390625,0.621875,0.053125,0.1140625,0.0060595703125,0.4657534246575342,002492
3,military_truck,0.5619278996865203,0.4736317395727365,0.8761442006269593,0.9472533062054934,0.8299304907566564,0.9249312669454985,003954
0,camouflage_soldier,0.4296875,0.49453125,0.534375,0.521875,0.278876953125,1.0239520958083834,000285
8,military_artillery,0.6505791505791506,0.5051546391752577,0.46332046332046334,0.23195876288659795,0.10747124149186006,1.9974259974259974,010096
7,civilian_vehicle,0.3204633204633205,0.5824742268041238,0.1891891891891892,0.1134020618556701,0.021454444134856508,1.6683046683046685,010096
7,civilian_vehicle,0.21042471042471042,0.6855670103092784,0.41312741312741313,0.30927835051546393,0.12777136488476695,1.3357786357786356,010096
0,camouflage_soldier,0.2859375,0.51015625,0.44140625,0.9796875,0.432440185546875,0.45055821371610844,001825
0,camouflage_soldier,0.77265625,0.50703125,0.39296875,0.8421875,0.33095336914062495,0.46660482374768086,001825
10,military_aircraft,0.39447,0.363836,0.636978,0.440703,0.280718115534,1.445367968904228,020633
10,military_aircraft,0.357276,0.570751,0.26306,0.294593,0.07749563458,0.8929607967602761,022024
6,soldier,0.26484375,0.6796875,0.3234375,0.39140625,0.126595458984375,0.8263473053892215,014596
2,military_tank,0.490625,0.6171875,0.9734375,0.703125,0.6844482421875,1.3844444444444444,015850
1,weapon,0.460385,0.426978,0.714615,0.807302,0.57691011873,0.8851891857074552,025763
1,weapon,0.69659375,0.41252777777777777,0.3601979166666667,0.4166111111111111,0.15006245428240741,0.8645902787038272,004975
4,military_vehicle,0.4051125,0.7929333333333333,0.37386250000000004,0.25655555555555565,0.09591650138888894,1.4572379818103072,012871
11,military_warship,0.540625,0.45078125,0.503125,0.8625,0.43394531250000007,0.5833333333333334,025005
10,military_aircraft,0.795166,0.549084,0.11084,0.071062,0.00787651208,1.5597647125045735,021263
10,military_aircraft,0.713379,0.474359,0.112305,0.075458,0.00847431069,1.4883113785152007,021263
10,military_aircraft,0.606201,0.391209,0.112793,0.079121,0.008924294953,1.425576016481086,021263
10,military_aircraft,0.508789,0.534799,0.109375,0.077656,0.008493625000000001,1.4084552384876892,021263
10,military_aircraft,0.382812,0.430037,0.109375,0.07619,0.00833328125,1.4355558472240453,021263
10,military_aircraft,0.164307,0.461172,0.106934,0.073993,0.007912367462,1.44519076128823,021263
10,military_aircraft,0.465545,0.189941,0.120456,0.03418,0.00411718608,3.524166179052077,019924
10,military_aircraft,0.404525,0.818845,0.032794,0.032827,0.001076528638,0.9989947299479086,021277
10,military_aircraft,0.136986,0.434347,0.029888,0.035866,0.0010719630080000002,0.8333240394802878,021277
10,military_aircraft,0.69946,0.623404,0.021586,0.046809,0.0010104190740000002,0.461150633425196,021277
10,military_aircraft,0.554587,0.466565,0.033209,0.03465,0.00115069185,0.9584126984126985,021277
10,military_aircraft,0.905978,0.196049,0.022831,0.041945,0.000957646295,0.5443080224102992,021277
3,military_truck,0.34200104493207945,0.75353001017294,0.17701149425287357,0.19595116988809766,0.03468560938249085,0.9033449218698719,003968
1,weapon,0.502,0.18287,0.986,0.343519,0.33870973400000004,2.8702924729054287,025777
1,weapon,0.503,0.541667,0.994,0.338889,0.336855666,2.9331137924217074,025777
10,military_aircraft,0.520416,0.244868,0.030822,0.032258,0.000994256076,0.9554839109678218,022018
10,military_aircraft,0.511723,0.20176,0.031349,0.032845,0.001029657905,0.9544527325315878,022018
10,military_aircraft,0.497761,0.017889,0.030295,0.032258,0.0009772561100000001,0.9391468782937565,022018
10,military_aircraft,0.54676,0.211437,0.031349,0.033431,0.0010480284190000002,0.9377224731536598,022018
10,military_aircraft,0.500395,0.052786,0.030295,0.031672,0.0009595032399999999,0.9565231118969437,022018
10,military_aircraft,0.507376,0.163636,0.030558,0.032845,0.0010036775099999998,0.9303699193180088,022018
10,military_aircraft,0.53833,0.070968,0.030822,0.032845,0.00101234859,0.9384076724006698,022018
10,military_aircraft,0.503688,0.08739,0.030558,0.032845,0.0010036775099999998,0.9303699193180088,022018
10,military_aircraft,0.545311,0.17654,0.031612,0.031672,0.001001215264,0.9981055822177318,022018
10,military_aircraft,0.507508,0.121701,0.029768,0.033431,0.0009951740080000001,0.89043103706141,022018
10,military_aircraft,0.544784,0.142815,0.031612,0.032258,0.001019739896,0.9799739599479199,022018
10,military_aircraft,0.542677,0.108211,0.031085,0.033431,0.0010392026350000002,0.9298256109598875,022018
10,military_aircraft,0.466149,0.052493,0.015016,0.070968,0.001065655488,0.21158832149701273,022018
2,military_tank,0.505859375,0.47944630872483224,0.91640625,0.47567114093959734,0.4359080065016779,1.9265542328042327,008183
10,military_aircraft,0.5,0.249277,1.0,0.498554,0.498554,2.00580077584374,021511
10,military_aircraft,0.5,0.749759,1.0,0.500482,0.500482,1.9980738568020429,021511
6,soldier,0.0994921875,0.5217916666666667,0.1911796875,0.9185416666666667,0.1756065087890625,0.20813393059650714,004236
6,soldier,0.3046796875,0.5239305555555556,0.2047421875,0.9091944444444444,0.18615045941840277,0.2251907595246097,004236
2,military_tank,0.5005625,0.7210222222222222,0.2715875,0.5579333333333334,0.15152771916666669,0.4867741068227983,012454
11,military_warship,0.49609375,0.4203125,0.5890625,0.840625,0.4951806640625,0.7007434944237919,023851
6,soldier,0.3828125,0.64296875,0.49375,0.7078125,0.349482421875,0.6975717439293599,013992
11,military_warship,0.34453125,0.396875,0.2015625,0.121875,0.0245654296875,1.653846153846154,024858
11,military_warship,0.43984375,0.5640625,0.8796875,0.521875,0.45908691406249996,1.68562874251497,024680
3,military_truck,0.5606617647058824,0.43001555209953346,0.3125,0.3297045101088647,0.10303265940902022,0.9478183962264151,010525
2,military_tank,0.96875,0.23405909797822705,0.0625,0.09797822706065319,0.0061236391912908245,0.6378968253968254,010525
0,camouflage_soldier,0.56953125,0.4421875,0.8609375,0.878125,0.7560107421875001,0.9804270462633452,000722
10,military_aircraft,0.499532,0.435393,0.914794,0.738764,0.6758168746159999,1.2382763643057864,021934
3,military_truck,0.494902687673772,0.5679886685552408,0.18164967562557924,0.24787535410764872,0.04502647766922998,0.7328266913809083,010531
3,military_truck,0.7043558850787767,0.391643059490085,0.06950880444856349,0.11473087818696884,0.007974806176109975,0.6058421721072323,010531
3,military_truck,0.7747914735866543,0.3286118980169972,0.037998146431881374,0.05807365439093484,0.002206691223381213,0.654309545875811,010531
3,military_truck,0.8044485634847081,0.3087818696883853,0.022242817423540315,0.046742209631728045,0.0010396784348113744,0.4758614879096807,010531
1,weapon,0.490667,0.50142,0.926667,0.926136,0.858219668712,1.0005733499183707,026083
2,military_tank,0.3388888888888889,0.58,0.35555555555555557,0.2,0.07111111111111111,1.7777777777777777,009060
2,military_tank,0.6961111111111111,0.5916666666666667,0.33666666666666667,0.17,0.05723333333333334,1.980392156862745,009060
2,military_tank,0.45546875,0.51328125,0.8453125,0.90859375,0.768045654296875,0.9303525365434222,016140
10,military_aircraft,0.492864,0.493169,0.985728,0.65847,0.64907231616,1.4969975853114037,019273
2,military_tank,0.6166153307665384,0.5534291187739464,0.47952397619880993,0.4086845466155812,0.19597403880411138,1.1733352292614627,012326
2,military_tank,0.5156794425087108,0.3284438775510204,0.17886062717770032,0.14668367346938777,0.026235933833463697,1.2193628844114526,013038
11,military_warship,0.48671875,0.56328125,0.7890625,0.371875,0.2934326171875,2.1218487394957983,024694
11,military_warship,0.50390625,0.33828125,0.440625,0.2375,0.1046484375,1.855263157894737,024694
0,camouflage_soldier,0.4390625,0.41640625,0.20546875,0.70390625,0.1446307373046875,0.2918978912319645,005882
2,military_tank,0.42109375,0.6125,0.81640625,0.68515625,0.5593658447265625,1.1915621436716077,014757
6,soldier,0.5734375,0.46484375,0.853125,0.9296875,0.7931396484375001,0.9176470588235295,014031
2,military_tank,0.6159125,0.6171777777777778,0.5454500000000001,0.43837777777777776,0.23911315888888893,1.2442464642368332,012440
11,military_warship,0.503125,0.49609375,0.99375,0.9921875,0.985986328125,1.0015748031496063,023845
6,soldier,0.321875,0.51953125,0.62734375,0.9453125,0.593035888671875,0.6636363636363636,013986
10,military_aircraft,0.525879,0.279487,0.896484,0.384615,0.34480119365999995,2.330860730860731,022583
2,military_tank,0.24609375,0.6203703703703703,0.17604166666666668,0.1574074074074074,0.027710262345679016,1.1183823529411765,011149
2,military_tank,0.3971354166666667,0.6240740740740741,0.228125,0.17962962962962964,0.04097800925925926,1.2699742268041236,011149
8,military_artillery,0.4309895833333333,0.40555555555555556,0.7432291666666667,0.7055555555555556,0.5243894675925926,1.0533956692913387,011149
2,military_tank,0.2080078125,0.5478515625,0.416015625,0.345703125,0.14381790161132812,1.2033898305084745,017538
10,military_aircraft,0.507266,0.575704,0.985469,0.550469,0.542470134961,1.7902352357716784,020394
6,soldier,0.325,0.5,0.45625,1.0,0.45625,0.45625,013776
0,camouflage_soldier,0.56328125,0.5,0.4953125,1.0,0.4953125,0.4953125,001372
2,military_tank,0.7528645833333333,0.7407407407407407,0.03333333333333333,0.04259259259259259,0.001419753086419753,0.782608695652174,008430
2,military_tank,0.67578125,0.5962962962962963,0.03229166666666667,0.03796296296296296,0.0012258873456790125,0.8506097560975611,008430
2,military_tank,0.63828125,0.48564814814814816,0.024479166666666666,0.03333333333333333,0.0008159722222222222,0.734375,008430
2,military_tank,0.6190104166666667,0.4337962962962963,0.0234375,0.02962962962962963,0.0006944444444444445,0.791015625,008430
2,military_tank,0.6088541666666667,0.39537037037037037,0.020833333333333332,0.032407407407407406,0.0006751543209876543,0.6428571428571429,008430
2,military_tank,0.5856770833333333,0.39675925925925926,0.021354166666666667,0.028703703703703703,0.0006129436728395061,0.7439516129032259,008430
2,military_tank,0.5622395833333333,0.36064814814814816,0.01875,0.030555555555555555,0.0005729166666666667,0.6136363636363636,008430
2,military_tank,0.5192708333333333,0.2337962962962963,0.019270833333333334,0.022222222222222223,0.00042824074074074075,0.8671875,008430
2,military_tank,0.46803645833333335,0.1630462962962963,0.016421875,0.021277777777777777,0.0003494210069444444,0.7717852480417754,008430
2,military_tank,0.45759375,0.13657407407407407,0.016703125,0.02176851851851852,0.0003636022858796296,0.7673064653339003,008430
2,military_tank,0.4463229166666667,0.11801851851851851,0.015307291666666667,0.02226851851851852,0.0003408707079475309,0.6873960498960499,008430
2,military_tank,0.43546875,0.1002037037037037,0.013083333333333334,0.02524074074074074,0.00033023302469135804,0.5183418928833455,008430
2,military_tank,0.42558854166666665,0.07867592592592593,0.013359375,0.02176851851851852,0.00029081380208333335,0.6137016163334751,008430
2,military_tank,0.4186302083333333,0.06556481481481481,0.014473958333333333,0.021277777777777777,0.0003079736689814815,0.6802382506527416,008430
2,military_tank,0.4405511811023622,0.582258064516129,0.09527559055118111,0.38064516129032255,0.03626619253238506,0.2503002802615775,007703
2,military_tank,0.4453125,0.19482421875,0.666015625,0.2880859375,0.19186973571777344,2.311864406779661,017510
2,military_tank,0.6371308016877637,0.5214285714285715,0.4092827004219409,0.2,0.0818565400843882,2.0464135021097043,007065
2,military_tank,0.475390625,0.5484375,0.84765625,0.4864583333333333,0.41234944661458334,1.7425053533190578,009048
11,military_warship,0.50078125,0.56640625,0.99375,0.58125,0.5776171875,1.7096774193548385,024864
0,camouflage_soldier,0.425,0.42421875,0.06015625,0.2140625,0.012877197265625,0.281021897810219,005672
0,camouflage_soldier,0.49140625,0.37421875,0.01796875,0.1140625,0.002049560546875,0.15753424657534246,005672
0,camouflage_soldier,0.52578125,0.3671875,0.02890625,0.09609375,0.0027777099609375003,0.30081300813008127,005672
0,camouflage_soldier,0.59453125,0.3328125,0.02421875,0.0625,0.001513671875,0.3875,005672
2,military_tank,0.1125,0.625,0.20546875,0.30078125,0.061801147460937504,0.6831168831168831,015475
2,military_tank,0.08125,0.2984375,0.13671875,0.20390625,0.0278778076171875,0.6704980842911877,015475
2,military_tank,0.334375,0.51796875,0.20234375,0.2296875,0.046475830078124995,0.8809523809523809,015475
2,military_tank,0.7703125,0.4359375,0.3390625,0.1578125,0.05350830078125,2.1485148514851486,015475
2,military_tank,0.5044331700489854,0.5022537025112686,0.5050139958012596,0.6353316162266581,0.320851358169497,0.7948825194638087,013004
2,military_tank,0.42626953125,0.6064453125,0.2548828125,0.19140625,0.048786163330078125,1.3316326530612246,018151
2,military_tank,0.57373046875,0.44140625,0.2099609375,0.158203125,0.03321647644042969,1.3271604938271604,018151
2,military_tank,0.806640625,0.60986328125,0.28125,0.2119140625,0.059600830078125,1.327188940092166,018151
2,military_tank,0.300380859375,0.27609375,0.10990234374999999,0.10036132812499998,0.01102994518280029,1.095066653692712,018151
2,military_tank,0.443212890625,0.266025390625,0.09701171875000003,0.08021484374999999,0.007781779861450197,1.2093985877769668,018151
2,military_tank,0.23233398437499997,0.12931640625,0.11889648437499997,0.10255859374999998,0.012193856239318842,1.1593029899066845,018151
2,military_tank,0.7273833333333334,0.4492533936651584,0.21666666666666667,0.18423076923076925,0.03991666666666667,1.1760612386917189,007071
2,military_tank,0.6732166666666667,0.8241742081447965,0.21309166666666668,0.13251131221719456,0.02823705637254902,1.6081017016675205,007071
6,soldier,0.63215,0.7747850678733031,0.02445,0.04203619909502262,0.001027785067873303,0.5816415500538213,007071
6,soldier,0.6671916666666666,0.7788348416289593,0.024991666666666666,0.04277149321266969,0.0010689309012066365,0.5843066208234152,007071
6,soldier,0.7025083333333333,0.8009615384615384,0.024991666666666666,0.05014705882352941,0.0012532585784313726,0.49836754643206255,007071
10,military_aircraft,0.500694,0.471553,0.706944,0.821601,0.580825897344,0.8604468592418948,019529
2,military_tank,0.9228571428571428,0.2703045685279188,0.08571428571428572,0.14974619289340102,0.012835387962291516,0.5723970944309927,011175
2,military_tank,0.3657142857142857,0.4098984771573604,0.6257142857142857,0.7791878172588832,0.48754894851341546,0.8030339692880409,011175
2,military_tank,0.8771428571428571,0.4631979695431472,0.1457142857142857,0.1802030456852792,0.026258158085569253,0.8086116700201207,011175
2,military_tank,0.75234375,0.7425925925925926,0.033854166666666664,0.04351851851851852,0.0014732831790123457,0.7779255319148936,008424
2,military_tank,0.6778645833333333,0.5962962962962963,0.034375,0.04351851851851852,0.0014959490740740742,0.7898936170212767,008424
2,military_tank,0.6354166666666666,0.48657407407407405,0.028125,0.03611111111111111,0.001015625,0.778846153846154,008424
2,military_tank,0.6184895833333334,0.4356481481481482,0.021875,0.03148148148148148,0.0006886574074074073,0.6948529411764706,008424
2,military_tank,0.5869791666666667,0.39814814814814814,0.0203125,0.026851851851851852,0.0005454282407407407,0.7564655172413793,008424
2,military_tank,0.6098958333333333,0.39675925925925926,0.021354166666666667,0.026851851851851852,0.0005733989197530864,0.7952586206896551,008424
2,military_tank,0.5598958333333334,0.3638888888888889,0.022395833333333334,0.026851851851851852,0.0006013695987654321,0.834051724137931,008424
2,military_tank,0.5197916666666667,0.23703703703703705,0.018229166666666668,0.021296296296296296,0.00038821373456790123,0.8559782608695653,008424
2,military_tank,0.46927083333333336,0.16574074074074074,0.018229166666666668,0.019444444444444445,0.00035445601851851854,0.9375,008424
2,military_tank,0.45730208333333333,0.13808333333333334,0.014453125,0.020342592592592593,0.0002940140335648148,0.7104858898497952,008424
2,military_tank,0.4470677083333333,0.1188148148148148,0.01746354166666667,0.02462037037037037,0.0004299588638117284,0.709312711545694,008424
2,military_tank,0.43397395833333335,0.1019537037037037,0.014151041666666668,0.024083333333333335,0.00034080425347222227,0.5875865051903114,008424
2,military_tank,0.42599479166666665,0.07840740740740741,0.013848958333333333,0.026222222222222223,0.00036315046296296296,0.5281382415254237,008424
2,military_tank,0.11519607843137254,0.7331730769230769,0.08006535947712418,0.13942307692307693,0.011162958773252891,0.5742618886635114,007717
2,military_tank,0.30718954248366015,0.7427884615384616,0.06372549019607843,0.13942307692307693,0.008884803921568627,0.45706558485463145,007717
2,military_tank,0.5073529411764706,0.7487980769230769,0.0718954248366013,0.1346153846153846,0.00967823026646556,0.5340802987861811,007717
2,military_tank,0.7026143790849673,0.7451923076923077,0.08660130718954248,0.12259615384615384,0.010616987179487178,0.7063949762911701,007717
2,military_tank,0.8986928104575164,0.7487980769230769,0.10130718954248366,0.125,0.012663398692810458,0.8104575163398693,007717
